"first.name","last.name","SID","Email","section_name","Total.Score","Max.Points","Status","Submission.ID","Submission.Time","Lateness..H.M.S","View.Count","Problem 1","Problem 2","Problem 3","Problem 4","Problem 5","Problem 6","Problem 7","Problem 8"
"Meredith","Parker",5251454415,"sfffsdfs@zzxzzxww.com","ext-csci-Z-5a-98765",3,8,"Graded",7699977,"3/18/2021 18:54","00:00:00",10,0,1,0,0,0,1,1,0
"Emily","Parker",3411234154,"daffddfs@zyywwxxw.com","ext-csci-Z-5a-98765",1,8,"Graded",9678866,"3/18/2021 10:14","00:00:00",4,0,0,0,0,1,0,0,0
"Bob","Smith",5534211241,"fsdfasdd@wxyzwxyz.com","ext-csci-Z-5a-98765",0,8,"Graded",6676766,"3/16/2021 17:26","00:00:00",7,0,0,0,0,0,0,0,0
"David","Parker",1425241222,"fffddfad@yxzxyyyw.com","ext-csci-Z-5a-98765",1,8,"Graded",7868768,"3/17/2021 15:12","00:00:00",8,0,0,0,0,0,0,0,1
"Justin","Thompson",2522232153,"dfsfffdf@wywxxwyx.com","ext-csci-Z-5a-98765",3,8,"Graded",8699889,"3/17/2021 20:47","00:00:00",4,1,0,0,1,0,1,0,0
"Geoffrey","Chambers",2123142412,"ssffdfdf@yyzzyyww.com","ext-csci-Z-5a-98765",3,8,"Graded",9679686,"3/22/2021 10:33","00:00:00",8,0,0,0,1,1,0,1,0
"Fatima","Shorter",5135414541,"asaasaad@xxwwzzzw.com","ext-csci-Z-5a-98765",2,8,"Graded",7768676,"3/19/2021 23:54","00:00:00",0,0,1,1,0,0,0,0,0
"Arturo","Chambers",3214133112,"fdaaadas@yxwzzzwz.com","ext-csci-Z-5a-98765",1,8,"Graded",8997889,"3/19/2021 13:38","00:00:00",10,0,0,0,0,0,0,0,1
"Angela","Davis",3411553325,"saaafdss@xyxxzzxy.com","ext-csci-Z-5a-98765",0,8,"Graded",7777678,"3/22/2021 15:20","00:00:00",0,0,0,0,0,0,0,0,0
"Fatima","Smith",5524242423,"ssfaddfa@wwxzxzwz.com","ext-csci-Z-5a-98765",3,8,"Graded",6677876,"3/22/2021 10:59","00:00:00",7,0,0,1,0,1,0,0,1
"Bob","Jones",1521413523,"aafsfsfa@wzwyxzxx.com","ext-csci-Z-5a-98765",4,8,"Graded",6777889,"3/17/2021 21:48","00:00:00",12,1,0,0,0,1,1,1,0
"Geoffrey","Williams",3322213435,"dsfffaff@zyxzwxzw.com","ext-csci-Z-5a-98765",1,8,"Graded",7688888,"3/22/2021 19:30","00:00:00",12,0,0,1,0,0,0,0,0
"Angela","Thompson",3323311533,"sdddfafs@zzwxzwxx.com","ext-csci-Z-5a-98765",1,8,"Graded",9687688,"3/17/2021 13:57","00:00:00",4,0,0,0,0,0,1,0,0
"Meredith","Wilson",3521125332,"aafdsssd@zzxyxwyw.com","ext-csci-Z-5a-98765",2,8,"Graded",9998987,"3/20/2021 15:46","00:00:00",3,0,0,0,0,1,0,0,1
"Emily","Shorter",4131345341,"fdfasfaf@xzxwxzwy.com","ext-csci-Z-5a-98765",0,8,"Graded",9667789,"3/21/2021 18:41","00:00:00",8,0,0,0,0,0,0,0,0
"Fatima","Jones",5224513212,"fdfaasfa@xwzxzzww.com","ext-csci-Z-5a-98765",0,8,"Graded",9977766,"3/19/2021 13:39","00:00:00",4,0,0,0,0,0,0,0,0
"Justin","Smith",1255442545,"dddassfs@yywyyxwz.com","ext-csci-Z-5a-98765",3,8,"Graded",9666786,"3/22/2021 13:27","00:00:00",7,1,0,1,0,0,1,0,0
"Bob","Chambers",3212231242,"dasssaaf@zwwxyxwy.com","ext-csci-Z-5a-98765",0,8,"Graded",6686889,"3/21/2021 16:26","00:00:00",11,0,0,0,0,0,0,0,0
"Fatima","Thompson",4124224311,"adsfssdf@zwyyzyxz.com","ext-csci-Z-5a-98765",1,8,"Graded",8868988,"3/18/2021 11:54","00:00:00",6,1,0,0,0,0,0,0,0
"Angela","Williams",2134455533,"fffsdfsa@xyzxzxyy.com","ext-csci-Z-5a-98765",2,8,"Graded",9868976,"3/22/2021 19:46","00:00:00",9,0,0,0,1,0,0,0,1
"Angela","Parker",5345524211,"fssssadf@zwxyxzyz.com","ext-csci-Z-5a-98765",3,8,"Graded",9667879,"3/19/2021 20:23","00:00:00",0,0,0,0,0,0,1,1,1
"Angela","Chambers",3242255225,"aaaasadd@wwzwzyzy.com","ext-csci-Z-5a-98765",1,8,"Graded",6869966,"3/19/2021 16:18","00:00:00",3,0,0,0,0,0,0,1,0
"Angela","Jones",2444555424,"sfffddfa@wwxyxzxz.com","ext-csci-Z-5a-98765",0,8,"Graded",7786768,"3/21/2021 16:39","00:00:00",1,0,0,0,0,0,0,0,0
"David","Chambers",3355413424,"dafdfffs@zxxzyyyz.com","ext-csci-Z-5a-98765",2,8,"Graded",6669896,"3/17/2021 14:46","00:00:00",5,0,0,0,0,0,1,0,1
"Geoffrey","Parker",2533225435,"dsaaffds@wwyyzyyz.com","ext-csci-Z-5a-98765",3,8,"Graded",6897798,"3/19/2021 19:54","00:00:00",12,0,1,0,1,0,0,0,1
"Justin","Chambers",1511254455,"dfsdffaf@wwyxwwwx.com","ext-csci-Z-5a-98765",1,8,"Graded",7969876,"3/17/2021 12:25","00:00:00",7,0,0,0,0,0,0,1,0
"David","Jones",5424223131,"ddsadfas@zzxzwxxy.com","ext-csci-Z-5a-98765",0,8,"Graded",7886787,"3/20/2021 14:56","00:00:00",4,0,0,0,0,0,0,0,0
"Justin","Wilson",3142443321,"ffffffsd@wwxwzwyz.com","ext-csci-Z-5a-98765",2,8,"Graded",6999668,"3/22/2021 11:24","00:00:00",9,0,0,0,1,0,0,1,0
"Geoffrey","Shorter",4242332352,"sasfssds@yxwxzywx.com","ext-csci-Z-5a-98765",0,8,"Graded",6888696,"3/20/2021 22:59","00:00:00",5,0,0,0,0,0,0,0,0
"Bob","Thompson",3243254312,"sadffdfd@wzzxzxzx.com","ext-csci-Z-5a-98765",3,8,"Graded",8686766,"3/20/2021 18:57","00:00:00",3,1,0,1,0,0,0,1,0
"Arturo","Williams",4134522521,"dffssdff@ywwwwxyy.com","ext-csci-Z-5a-98765",0,8,"Graded",8979688,"3/19/2021 21:16","00:00:00",11,0,0,0,0,0,0,0,0
"David","Williams",1243534134,"ssaddsas@zywywzxy.com","ext-csci-Z-5a-98765",1,8,"Graded",9878988,"3/20/2021 12:31","00:00:00",11,0,0,0,0,0,0,0,1
"Meredith","Shorter",1215244225,"daasdsss@ywxxyzwz.com","ext-csci-Z-5a-98765",1,8,"Graded",8786889,"3/20/2021 16:43","00:00:00",6,0,1,0,0,0,0,0,0
"Carol","Chambers",4415434115,"ffsddsfs@yxyyzzyy.com","ext-csci-Z-5a-98765",2,8,"Graded",7779766,"3/19/2021 17:35","00:00:00",5,0,1,0,0,1,0,0,0
"David","Carter",3511433514,"daddsffa@wzzzzwzy.com","ext-csci-Z-5a-98765",0,8,"Graded",6797889,"3/18/2021 11:31","00:00:00",12,0,0,0,0,0,0,0,0
"Justin","Carter",3514135424,"dfssffsd@yxzxxyxx.com","ext-csci-Z-5a-98765",2,8,"Graded",9796676,"3/19/2021 11:20","00:00:00",9,0,0,1,0,0,0,0,1
"Emily","Thompson",4121155545,"dassdaaf@xxwwyzwz.com","ext-csci-Z-5a-98765",1,8,"Graded",9966769,"3/17/2021 14:36","00:00:00",6,1,0,0,0,0,0,0,0
"Meredith","Chambers",2211231232,"dadaadsf@zxzxywxz.com","ext-csci-Z-5a-98765",2,8,"Graded",7668998,"3/20/2021 11:28","00:00:00",5,0,0,0,1,0,0,0,1
"Geoffrey","Jones",3254343142,"fsfdfsff@zyxwwwyy.com","ext-csci-Z-5a-98765",1,8,"Graded",9679696,"3/17/2021 12:35","00:00:00",10,0,0,0,0,1,0,0,0
"Arturo","Smith",3135513553,"asffasdd@yzxxzwyy.com","ext-csci-Z-5a-98765",1,8,"Graded",8797667,"3/17/2021 12:47","00:00:00",4,0,0,0,0,0,1,0,0
"Bob","Wilson",4112444424,"dasfdfda@yxzwzwzy.com","ext-csci-Z-5a-98765",4,8,"Graded",6986896,"3/19/2021 16:31","00:00:00",12,0,1,0,1,1,1,0,0
"Geoffrey","Davis",5122434242,"fassfads@zxyyyxww.com","ext-csci-Z-5a-98765",2,8,"Graded",6986688,"3/20/2021 21:10","00:00:00",1,1,1,0,0,0,0,0,0
"Meredith","Jones",2243411541,"saffffad@xxwxzxxz.com","ext-csci-Z-5a-98765",3,8,"Graded",6688886,"3/19/2021 11:25","00:00:00",9,1,0,0,0,1,0,0,1
"Arturo","Parker",3142323241,"ffsdsdaa@wzyxzxzw.com","ext-csci-Z-5a-98765",2,8,"Graded",8789686,"3/20/2021 13:14","00:00:00",6,0,0,0,0,0,0,1,1
"Arturo","Thompson",1445421111,"afaaadfd@wyxxyxzz.com","ext-csci-Z-5a-98765",1,8,"Graded",7886986,"3/17/2021 20:18","00:00:00",3,0,0,0,0,0,0,0,1
"Meredith","Davis",2133522235,"saaaddss@yxzxwwxz.com","ext-csci-Z-5a-98765",1,8,"Graded",6798986,"3/17/2021 20:42","00:00:00",3,0,0,0,0,0,0,1,0
"Carol","Smith",4451221312,"aafafadd@xzzyxzyz.com","ext-csci-Z-5a-98765",3,8,"Graded",7977976,"3/19/2021 23:12","00:00:00",10,0,0,0,0,1,1,0,1
"Angela","Carter",5152531251,"asasasfd@zwxwzxwy.com","ext-csci-Z-5a-98765",2,8,"Graded",7668669,"3/19/2021 20:55","00:00:00",6,0,1,0,0,0,0,0,1
"Carol","Williams",3224112511,"assaadaa@wwwwzxyy.com","ext-csci-Z-5a-98765",3,8,"Graded",6877978,"3/16/2021 22:24","00:00:00",3,0,1,0,1,1,0,0,0
"Arturo","Davis",1343113545,"aafsfaaa@yyyyzxxy.com","ext-csci-Z-5a-98765",0,8,"Graded",9669899,"3/16/2021 16:52","00:00:00",2,0,0,0,0,0,0,0,0
"David","Thompson",2534245455,"asfaafsa@xyzzyzwz.com","ext-csci-Z-5a-98765",0,8,"Graded",7786987,"3/21/2021 15:47","00:00:00",8,0,0,0,0,0,0,0,0
"Justin","Davis",4335451424,"sfafddfd@yzwyxwyx.com","ext-csci-Z-5a-98765",1,8,"Graded",9799687,"3/19/2021 16:14","00:00:00",5,0,0,0,0,0,0,1,0
"Meredith","Thompson",3513332235,"ffaasaad@yywyzyxw.com","ext-csci-Z-5a-98765",3,8,"Graded",9896787,"3/20/2021 17:20","00:00:00",9,0,0,1,1,0,1,0,0
"Fatima","Davis",4152155442,"fssddada@xzzyzwxz.com","ext-csci-Z-5a-98765",3,8,"Graded",8798898,"3/17/2021 20:43","00:00:00",10,0,0,0,0,0,1,1,1
"Carol","Shorter",3352121545,"dasdssfa@yxyxxyyx.com","ext-csci-Z-5a-98765",3,8,"Graded",7976896,"3/16/2021 19:36","00:00:00",6,1,1,0,0,0,0,1,0
"Arturo","Carter",4344312252,"ssfsfaaa@wyxzywxw.com","ext-csci-Z-5a-98765",3,8,"Graded",8977878,"3/21/2021 13:44","00:00:00",0,0,1,1,0,0,0,0,1
"Carol","Carter",1441144513,"afddasfs@ywwywzwy.com","ext-csci-Z-5a-98765",2,8,"Graded",9897886,"3/22/2021 17:29","00:00:00",11,0,1,1,0,0,0,0,0
"Bob","Williams",1341251144,"daaafssd@wyxxzwxz.com","ext-csci-Z-5a-98765",2,8,"Graded",7669889,"3/18/2021 12:35","00:00:00",1,0,0,1,0,1,0,0,0
"Fatima","Williams",2111532443,"dfafdfff@xzzzywww.com","ext-csci-Z-5a-98765",3,8,"Graded",9686867,"3/18/2021 23:40","00:00:00",3,0,1,1,1,0,0,0,0
"Carol","Jones",3353255451,"afsfsssa@xyxyyxwy.com","ext-csci-Z-5a-98765",2,8,"Graded",9698976,"3/17/2021 22:46","00:00:00",9,0,0,1,0,0,0,0,1
"Meredith","Carter",4553223121,"ssdfssdf@zzyyxwxy.com","ext-csci-Z-5a-98765",0,8,"Graded",7668879,"3/17/2021 20:32","00:00:00",3,0,0,0,0,0,0,0,0
"Emily","Smith",5412525542,"affsdafs@ywwxyyzy.com","ext-csci-Z-5a-98765",4,8,"Graded",7769977,"3/18/2021 17:15","00:00:00",12,1,0,0,0,1,0,1,1
"Emily","Wilson",2234454341,"sdaafsfd@yyxzzyxx.com","ext-csci-Z-5a-98765",0,8,"Graded",9696786,"3/20/2021 23:31","00:00:00",1,0,0,0,0,0,0,0,0
"Geoffrey","Smith",1135135541,"faafdfds@yzywxzzy.com","ext-csci-Z-5a-98765",1,8,"Graded",9787898,"3/18/2021 10:48","00:00:00",5,0,0,0,0,0,0,0,1
"Geoffrey","Thompson",5323422515,"ddffsffd@zwxwywzx.com","ext-csci-Z-5a-98765",0,8,"Graded",8769798,"3/17/2021 18:40","00:00:00",11,0,0,0,0,0,0,0,0
"Fatima","Parker",4353152313,"ssssssas@xzwwwyxz.com","ext-csci-Z-5a-98765",0,8,"Graded",9879778,"3/20/2021 18:47","00:00:00",9,0,0,0,0,0,0,0,0
"Geoffrey","Wilson",1554414434,"dddsdffa@zywxzyyz.com","ext-csci-Z-5a-98765",2,8,"Graded",7666987,"3/16/2021 22:26","00:00:00",5,0,0,0,1,1,0,0,0
"Fatima","Wilson",1344454314,"sssasfss@wwxxxywz.com","ext-csci-Z-5a-98765",0,8,"Graded",7967778,"3/17/2021 12:30","00:00:00",0,0,0,0,0,0,0,0,0
"Carol","Wilson",2343243123,"dffssddf@xxwxyzxz.com","ext-csci-Z-5a-98765",3,8,"Graded",6689688,"3/17/2021 18:56","00:00:00",2,0,1,0,0,1,0,1,0
"Carol","Davis",1142232245,"dddaaads@yyzzwwzx.com","ext-csci-Z-5a-98765",1,8,"Graded",9676789,"3/16/2021 14:25","00:00:00",8,0,0,0,0,1,0,0,0
